,순위,항목,집계구번호,값,비율(%),도로명 주소,폴리곤_위치정보
376,29,자양3동_29,11050660012201,30,1.2,서울특별시 광진구 자양번영로3길 66,"POLYGON ((127.0712012644059 37.533263073728506, 127.071279600891 37.5332523066272, 127.07131093079599 37.53324252979203, 127.07141627825699 37.53320968100505, 127.071570328582 37.533161628999686, 127.07177678833568 37.53309639863567, 127.07191831909867 37.53305168175921, 127.0721975302635 37.532962330893426, 127.07228420071908 37.53293459465811, 127.07234852288913 37.53291519969417, 127.07236400284728 37.532873604130735, 127.07236925236998 37.53284901253993, 127.07228786876021 37.53279748839622, 127.07219518223035 37.532733969479786, 127.0722267197161 37.53264458997351, 127.0722409651148 37.532573817593104, 127.07219576798113 37.53256365423935, 127.07214016700604 37.532558849588824, 127.07213198450049 37.53255814302553, 127.07207669237344 37.532553364702046, 127.07194545495187 37.532556596357864, 127.07188776255322 37.532564432724506, 127.07177934367976 37.532589689503396, 127.07176803002352 37.53256630608488, 127.07175641409434 37.532537790154315, 127.0715121153503 37.53260835353069, 127.0714407167751 37.532628976145524, 127.07102424370281 37.53274977433821, 127.07101104443399 37.53275389065205, 127.07097876791362 37.53276396412124, 127.07092218709096 37.5327816135007, 127.07106570013761 37.53308956902685, 127.07108763278619 37.533136632719305, 127.07114790127002 37.533270412579576, 127.0712012644059 37.533263073728506))"
377,30,자양3동_30,11050660010006,29,1.2,서울특별시 광진구 능동로8길 20,"POLYGON ((127.07090427919888 37.53650376696349, 127.07079268369276 37.53624743173185, 127.07079158324814 37.536244909348774, 127.07076881318844 37.53619255521691, 127.07070643195057 37.53604912846407, 127.07090522086128 37.53579303427395, 127.07127958064524 37.53531075227065, 127.07125105202763 37.535314462359, 127.070985798396 37.53538245263607, 127.0705056451282 37.5355055233, 127.07046357819317 37.53551630556269, 127.07046608419826 37.53552182824746, 127.07055229668654 37.53571097288168, 127.07051687576893 37.535758317504204, 127.07037607448416 37.53594651834845, 127.07023866344575 37.536132384237995, 127.07012998890156 37.536280254302774, 127.07003161705316 37.53638818672531, 127.06997388912124 37.536451529229744, 127.06965213109903 37.535734957429256, 127.06958974995965 37.535753245703205, 127.06938411867596 37.535813533994876, 127.0690043089167 37.53592488534133, 127.06876521041396 37.535994982410934, 127.06877465783657 37.53602158614142, 127.06883005364116 37.53617763980194, 127.0688385297947 37.53620151790657, 127.06887043528957 37.53629139484942, 127.06888684307224 37.536321686180194, 127.06891800576925 37.53637917928315, 127.06894452505898 37.53642810335048, 127.06895021015144 37.53643859153736, 127.0689799255494 37.536493477128985, 127.0691078080042 37.53672969395446, 127.06922488729488 37.53669436798736, 127.0699101240589 37.53648759273964, 127.06998076294128 37.53646672944266, 127.07012090358862 37.53677648178261, 127.07013002395274 37.53679588689632, 127.06995250205738 37.53697561238807, 127.06990780264111 37.53702086703776, 127.07024879915593 37.53724642494311, 127.0703292581122 37.53721901908364, 127.07109128712045 37.536959455498994, 127.07110084379846 37.536956277751386, 127.07107414003873 37.536894035978264, 127.07107141908718 37.53688768418312, 127.07090427919888 37.53650376696349))"
378,31,자양3동_31,11050660011001,29,1.2,서울특별시 광진구 능동로4길 78,"POLYGON ((127.07100858509655 37.53096039393732, 127.07086984881693 37.53069002410479, 127.0706319050121 37.53075283548862, 127.07046204707385 37.53079803820962, 127.07031027343864 37.530838428361875, 127.07010652454845 37.53089738992291, 127.07003245460183 37.5309214388558, 127.07001444792435 37.5309272852767, 127.07004062955234 37.53099834792498, 127.07012948446607 37.53122907583461, 127.07019827412878 37.53140770260356, 127.07032765957315 37.531519409668924, 127.07042786989805 37.53160853428651, 127.07047006181315 37.53164365762767, 127.07049771295692 37.53167272865254, 127.07050587532228 37.531664295513636, 127.0705268989116 37.531642573597445, 127.07068050355186 37.53150732578836, 127.07092748790463 37.531272120606616, 127.07095617864361 37.53124695715942, 127.07109373826178 37.531126340820904, 127.07100858509655 37.53096039393732))"
379,32,자양3동_32,11050660010301,23,0.9,서울특별시 광진구 능동로 68,"POLYGON ((127.07012090358862 37.53677648178261, 127.06998076294128 37.53646672944266, 127.0699101240589 37.53648759273964, 127.06922488729488 37.53669436798736, 127.0691078080042 37.53672969395446, 127.0691159100214 37.536744659867225, 127.06911840310687 37.53674926585627, 127.06912185939123 37.53675565465995, 127.06922324656743 37.536993554869646, 127.06922475988196 37.536997106302685, 127.0692930637885 37.53715738913563, 127.06929866134452 37.53717052513335, 127.0693003790315 37.53717455686352, 127.06931977275713 37.53722006758764, 127.06933172172184 37.537248108116515, 127.0693564103623 37.5373060443854, 127.06943946041804 37.5375009333898, 127.06944582646874 37.537515865888786, 127.06945724513832 37.537511535052715, 127.06957949557635 37.53747215526418, 127.0697009112487 37.5374330445244, 127.07024879915593 37.53724642494311, 127.06990780264111 37.53702086703776, 127.06995250205738 37.53697561238807, 127.07013002395274 37.53679588689632, 127.07012090358862 37.53677648178261))"
380,33,자양3동_33,11050660011701,21,0.9,서울특별시 광진구 자양번영로3길 65,"POLYGON ((127.0719311626251 37.53153785090472, 127.07193096752727 37.531537720432404, 127.0719057823299 37.53155851712996, 127.07182724830825 37.531623372484276, 127.07174871298501 37.53168822774621, 127.07159164197343 37.53181793814328, 127.07156382171429 37.53184090831463, 127.07152780339445 37.53187064765059, 127.07142910311161 37.53194320013819, 127.07134595831027 37.53200430048307, 127.07126281443902 37.53206541070877, 127.07123260684693 37.53208761135382, 127.07121802077711 37.53209833230368, 127.07117676044442 37.532123773756354, 127.07117586653601 37.53212432395485, 127.07113625765692 37.53214874564724, 127.07109405692493 37.53218482869237, 127.07101694711594 37.532250754951335, 127.07093983716777 37.53231668927298, 127.07086272713028 37.532382615428254, 127.07082745626148 37.532412774580855, 127.07078788348551 37.53244902206744, 127.07074690326812 37.53248654976619, 127.07078112594868 37.53250935227265, 127.0708087597794 37.532540330403, 127.0708707214978 37.53267117184512, 127.0709221870955 37.53278161351601, 127.07097876792788 37.53276396413829, 127.07101104444351 37.53275389066932, 127.07102424371973 37.53274977433926, 127.07144071678037 37.532628976154186, 127.07151211537791 37.5326083535396, 127.07175641410406 37.53253779017256, 127.07207424880767 37.53244598643496, 127.07242315288552 37.532345207783514, 127.0724235939145 37.53234508136878, 127.07238237164613 37.53225487141222, 127.07207186033757 37.5317334934165, 127.07206532003622 37.53172251195695, 127.07197026406973 37.531562902514914, 127.0719311626251 37.53153785090472))"
381,34,자양3동_34,11050660010013,20,0.8,서울특별시 광진구 뚝섬로34길 9,"POLYGON ((127.07234608112712 37.53419376293425, 127.07229537692864 37.534068577585245, 127.07227540726315 37.53408132163947, 127.07223733552587 37.53406954996175, 127.0721950424536 37.534056106257225, 127.07215061752221 37.53403761718533, 127.07209563013686 37.5340123954394, 127.07203216180335 37.53398043864542, 127.07193698452141 37.53393840151757, 127.07193271973824 37.53390473306523, 127.07191154620101 37.53387443659275, 127.07187136815173 37.53385930592876, 127.07180159041673 37.533855977501766, 127.07175927891635 37.533834117652624, 127.07171365996247 37.5338206031592, 127.07162505233045 37.53377698428705, 127.07158372469749 37.53375508826474, 127.07155410198169 37.5337281646069, 127.07152657616288 37.53369281815206, 127.07150963871926 37.533667572817336, 127.07147456706821 37.533668792206555, 127.07137215762077 37.53361377497793, 127.07128037085342 37.533564463973995, 127.07130561622968 37.533620500047505, 127.07131730124789 37.53364643926233, 127.07126352756565 37.533660006850866, 127.07122904235021 37.53366871313474, 127.07111911914247 37.533696438065554, 127.07092891203992 37.5337523116441, 127.07085795122748 37.533773157231956, 127.07062848691213 37.53384102894726, 127.07042367927015 37.533899677081386, 127.07033324177243 37.533924770781574, 127.07021233152494 37.53395832000272, 127.06989529619854 37.53405190175547, 127.06984456310596 37.53406352651999, 127.06980504100981 37.53407258538632, 127.069834647093 37.53414173071986, 127.0699228169284 37.534341889421654, 127.06994381016443 37.53438415017556, 127.07002493596575 37.534548022544094, 127.07010553775426 37.53472002949611, 127.07014324946236 37.53481168310714, 127.07014729812057 37.53481049994157, 127.0705376621742 37.5346989101501, 127.07081949066114 37.53461834500115, 127.07085083919293 37.53460938317724, 127.07165746514393 37.53437878417385, 127.07167495267242 37.53437378380818, 127.07167998523005 37.534372346381915, 127.0722184204063 37.53422799281213, 127.07234608112712 37.53419376293425))"
382,35,자양3동_35,11050660010204,20,0.8,서울특별시 광진구 뚝섬로 576,"POLYGON ((127.07441188565478 37.53358182363745, 127.0742057597655 37.53315269812205, 127.07293938010962 37.53348694200295, 127.07296162428788 37.53354748444474, 127.07306579542401 37.533788446242525, 127.07310262586259 37.53387363214427, 127.07314200443514 37.53396472392174, 127.0731409885474 37.53396503121831, 127.07311338993769 37.533973085098744, 127.07338946609924 37.534649039834875, 127.07378544638138 37.53454164819777, 127.07349423761084 37.53385852711727, 127.07368139023326 37.533802100233444, 127.07438822913174 37.533588957364145, 127.07441188565478 37.53358182363745))"
383,36,자양3동_36,11050660011802,19,0.8,서울특별시 광진구 뚝섬로36길 19,"POLYGON ((127.07268244468106 37.53292030949719, 127.0726437683361 37.532830512656595, 127.0726130354862 37.532838062977106, 127.07256599266667 37.532849623841635, 127.07240162391726 37.532899187420185, 127.07234852290475 37.53291519971948, 127.07228420074956 37.532934594656844, 127.0721975302795 37.53296233088772, 127.07191831912387 37.53305168175254, 127.07177678832598 37.53309639864291, 127.0715703285795 37.53316162900419, 127.07141627825563 37.53320968101621, 127.0713109307906 37.533242529786015, 127.07127960088924 37.53325230663457, 127.07120126441534 37.533263073744216, 127.07114790129603 37.53327041260425, 127.07126774366196 37.53353643556913, 127.07191438439985 37.533356504868095, 127.07195608903515 37.533344900572736, 127.07232323369526 37.53324273896877, 127.07257542048004 37.53317256482269, 127.07267317521298 37.5331454074279, 127.07272569348129 37.533014124920754, 127.07269138867929 37.53293971110608, 127.07268244468106 37.53292030949719))"
384,37,자양3동_37,11050660010201,17,0.7,서울특별시 광진구 뚝섬로 569,"POLYGON ((127.07513286167946 37.53446082161392, 127.07504365015303 37.534200405641165, 127.0746894932333 37.534296459890996, 127.07378544638138 37.53454164819777, 127.07338946609924 37.534649039834875, 127.07342210880157 37.534728961924515, 127.0735239768043 37.5349783759909, 127.0751641607921 37.53454007677895, 127.07514175934337 37.53448335142991, 127.07513286167946 37.53446082161392))"
385,38,자양3동_38,11050660010802,16,0.7,서울특별시 광진구 능동로4길 40,"POLYGON ((127.06902675316036 37.531277682353945, 127.06897904734883 37.531244624104936, 127.06858330930022 37.53134462664403, 127.06851272929585 37.53136114751342, 127.0688095042185 37.53165098060182, 127.0686425273031 37.531791453651444, 127.06908883578267 37.532112122157805, 127.06894972498321 37.532248277039805, 127.06947710204513 37.5325916989961, 127.0696801206134 37.532416856760776, 127.06968099590276 37.53241600275786, 127.06978028420554 37.53231912272303, 127.06979239887079 37.532307967515926, 127.07005799391426 37.5320634398742, 127.07009726442224 37.53202781886544, 127.07008256994237 37.53201756471408, 127.06986881833134 37.531866781075706, 127.06957117105574 37.53165520312026, 127.0695602652807 37.53164745046157, 127.06953605252967 37.53163066909865, 127.06950368134919 37.53160823356399, 127.06902675316036 37.531277682353945))"
386,39,자양3동_39,11050660010801,15,0.6,서울특별시 광진구 능동로4길 40,"POLYGON ((127.06908883578267 37.532112122157805, 127.0686425273031 37.531791453651444, 127.06811977625615 37.5322312233247, 127.0681495007645 37.53224645134291, 127.06816524195075 37.53227732082412, 127.06817924385336 37.53231068431108, 127.06823796123844 37.532442547299105, 127.06830799225789 37.53259981394765, 127.06835558211316 37.53270434681126, 127.06837096461142 37.53272658357983, 127.06842127909437 37.53276548697278, 127.0685037467128 37.53282995127604, 127.06864911157633 37.53294889062055, 127.06868824934399 37.532977789495924, 127.0688489491544 37.53306445387423, 127.06888389725991 37.53308779768498, 127.06890716250348 37.533118625110035, 127.06942723969574 37.53263669313405, 127.06945857733898 37.53260765304924, 127.06947710204513 37.5325916989961, 127.06894972498321 37.532248277039805, 127.06908883578267 37.532112122157805))"
387,40,자양3동_40,11050660011503,15,0.6,서울특별시 광진구 뚝섬로37길 28,"POLYGON ((127.07229331969862 37.53579409581464, 127.07200937421436 37.535139260433965, 127.07200003709644 37.535117727475914, 127.07199967406406 37.5351168806931, 127.07194392129902 37.53513276239871, 127.0717249266598 37.535195144336654, 127.07135224556802 37.535301302170815, 127.07127958064524 37.53531075227065, 127.07090522086128 37.53579303427395, 127.07141313791534 37.53566089149412, 127.07186417777368 37.53554354335569, 127.07199496257941 37.535870753997976, 127.07202114221317 37.53593625385816, 127.07212363266946 37.53619267307099, 127.07227956816125 37.53656406152165, 127.07257255812928 37.53646656737252, 127.07258497696559 37.53646245165756, 127.07255724448267 37.53640197585223, 127.07255113361167 37.536388653334214, 127.07229331969862 37.53579409581464))"
388,41,자양3동_41,11050660012103,15,0.6,서울특별시 광진구 아차산로36길 39,"POLYGON ((127.07524752777536 37.535527176352026, 127.07523392271567 37.53550021839466, 127.07442595003815 37.535784151140724, 127.07450691120313 37.53605309075724, 127.07461641040885 37.536416825788486, 127.07497547829053 37.53635212871127, 127.07535487688624 37.536283768417256, 127.07535260044807 37.536211743799335, 127.07534368914189 37.53608498849216, 127.07533502730739 37.535948973551584, 127.07533165949854 37.535891969692486, 127.0753251778345 37.53578228484563, 127.07532346450097 37.53575328211023, 127.0753104436477 37.53565184009395, 127.07524752777536 37.535527176352026))"
389,42,자양3동_42,11050660011101,11,0.4,서울특별시 광진구 뚝섬로34길 32,"POLYGON ((127.06977459846465 37.534001487392516, 127.06976465388776 37.53397825749789, 127.06969745355754 37.53380922496216, 127.0696884746498 37.53378911816707, 127.06965126622241 37.533705799218986, 127.06963448014449 37.5336724456054, 127.06960930894012 37.533637978025936, 127.06960295840933 37.53363261164825, 127.06957917831348 37.5336125202869, 127.06956457368287 37.53360018159798, 127.06941921763375 37.53349459519231, 127.06937140115633 37.533461218517445, 127.06918711486611 37.53333258553388, 127.06914963393422 37.53336484440222, 127.0691264447387 37.53338332858095, 127.06904263919064 37.533341299975895, 127.06902204103369 37.53335876427123, 127.06874867060989 37.533633861223905, 127.06872204122826 37.53366065952265, 127.06869072759753 37.53370034538546, 127.06878547572937 37.53389222479474, 127.06888596114528 37.5340826297095, 127.06893633606697 37.53406797547648, 127.06907419356567 37.5340278762023, 127.06921591922169 37.53398469016594, 127.06924942173818 37.53398671604022, 127.06930746752136 37.53404107574529, 127.0693384332082 37.53407800901124, 127.06935778954004 37.5341224118322, 127.06969900839286 37.53402341866043, 127.06974052154507 37.534011373684976, 127.06977459846465 37.534001487392516))"
390,43,자양3동_43,11050660011501,11,0.4,서울특별시 광진구 뚝섬로35길 32,"POLYGON ((127.07133599313185 37.536878034118004, 127.07217948607965 37.5365973636794, 127.07227956812997 37.53656406152468, 127.07212363264625 37.53619267305132, 127.07090427917214 37.5365037669612, 127.0710714190925 37.53688768417213, 127.07107414001278 37.536894035984986, 127.07110084380103 37.536956277758975, 127.07133599313185 37.536878034118004))"
391,44,자양3동_44,11050660010501,10,0.4,서울특별시 광진구 능동로 50,"POLYGON ((127.06938092187032 37.53513094811602, 127.06934279526043 37.53504603125364, 127.06934001413964 37.53504684584494, 127.06890646698352 37.53517746116916, 127.06842547384969 37.535322369176114, 127.0684244129336 37.53532262396939, 127.06841500503762 37.53532572990773, 127.06841541143999 37.53532670126106, 127.06851450191105 37.535512632434056, 127.06857225528128 37.53562100059121, 127.06875251726387 37.5359592397114, 127.06876521041396 37.535994982410934, 127.0690043089167 37.53592488534133, 127.06938411867596 37.535813533994876, 127.06958974995965 37.535753245703205, 127.06965213109903 37.535734957429256, 127.06953192268959 37.53546724423689, 127.06938092187032 37.53513094811602))"
392,45,자양3동_45,11050660011901,9,0.4,서울특별시 광진구 뚝섬로34길 25-19,"POLYGON ((127.07092891203992 37.5337523116441, 127.07079967786707 37.53346289017353, 127.07036056313764 37.533591807846435, 127.07016853163937 37.533127953187915, 127.06995554418515 37.53332190743906, 127.06984168208625 37.533425323413425, 127.06966942514492 37.53358177587637, 127.06962848738696 37.53361309118128, 127.06960295840933 37.53363261164825, 127.06960930894012 37.533637978025936, 127.06963448014449 37.5336724456054, 127.06965126622241 37.533705799218986, 127.0696884746498 37.53378911816707, 127.06969745355754 37.53380922496216, 127.06976465388776 37.53397825749789, 127.06977459846465 37.534001487392516, 127.06980504100981 37.53407258538632, 127.06984456310596 37.53406352651999, 127.06989529619854 37.53405190175547, 127.07021233152494 37.53395832000272, 127.07033324177243 37.533924770781574, 127.07042367927015 37.533899677081386, 127.07062848691213 37.53384102894726, 127.07085795122748 37.533773157231956, 127.07092891203992 37.5337523116441))"
393,46,자양3동_46,11050660012101,9,0.4,서울특별시 광진구 아차산로36길 39,"POLYGON ((127.07535606690662 37.536321424086836, 127.07535487688624 37.536283768417256, 127.07497547829053 37.53635212871127, 127.07461641040885 37.536416825788486, 127.07431582216341 37.53646640779957, 127.07442848780066 37.53687560340476, 127.07454930857541 37.536855720419396, 127.07456460643398 37.536852689298364, 127.07458367094341 37.53684890921181, 127.07470354965764 37.53682228954106, 127.07482604358543 37.53680114861884, 127.07484952854908 37.53679709413532, 127.07502160112854 37.53676488436564, 127.07508283217784 37.53675291119379, 127.07509899038143 37.53674984703032, 127.07511331978182 37.53674712961415, 127.07517842852596 37.5367359779546, 127.07538427468558 37.53669851349276, 127.07538718890746 37.53669798314617, 127.0753668277715 37.53648809982337, 127.07535606690662 37.536321424086836))"
394,47,자양3동_47,11050660011702,8,0.3,서울특별시 광진구 뚝섬로40길 45,"POLYGON ((127.07282860711929 37.53222926723104, 127.07284877523055 37.53222349759625, 127.07289141440319 37.53221121852041, 127.07296280089939 37.53219118536898, 127.0729652711021 37.53219049214555, 127.07294099694263 37.532162084687464, 127.07276102411231 37.53194125067093, 127.0728791622324 37.53183474481978, 127.07265530127863 37.53158822460944, 127.07247782360943 37.5314562989496, 127.07239177862665 37.5315105906295, 127.07237763364822 37.53150753609599, 127.07210792953603 37.53170113206196, 127.07207186031364 37.531733493423395, 127.07238237161658 37.53225487140315, 127.07242359389419 37.53234508136677, 127.07282860711929 37.53222926723104))"
395,48,자양3동_48,11050660011801,7,0.3,서울특별시 광진구 뚝섬로36길 19,"POLYGON ((127.07260655861103 37.53412099942817, 127.07257941202944 37.53403455497005, 127.07258008683353 37.53403016059763, 127.07259734406185 37.53400102997179, 127.072648313513 37.533914980000596, 127.07273953613903 37.53378089463731, 127.07274494934458 37.53377442084486, 127.07272349930373 37.53376475643892, 127.07272164556632 37.53376392228179, 127.07260247838472 37.53371022999033, 127.07255944783233 37.53368205472249, 127.07254347025352 37.53366665761968, 127.07247042876631 37.5333495939731, 127.0726455651774 37.533214422523386, 127.07267317521298 37.5331454074279, 127.07257542048004 37.53317256482269, 127.07232323369526 37.53324273896877, 127.07195608903515 37.533344900572736, 127.07191438439985 37.533356504868095, 127.07126774366196 37.53353643556913, 127.07128037085342 37.533564463973995, 127.07137215762077 37.53361377497793, 127.07147456706821 37.533668792206555, 127.07150963871926 37.533667572817336, 127.07152657616288 37.53369281815206, 127.07155410198169 37.5337281646069, 127.07158372469749 37.53375508826474, 127.07162505233045 37.53377698428705, 127.07171365996247 37.5338206031592, 127.07175927891635 37.533834117652624, 127.07180159041673 37.533855977501766, 127.07187136815173 37.53385930592876, 127.07191154620101 37.53387443659275, 127.07193271973824 37.53390473306523, 127.07193698452141 37.53393840151757, 127.07203216180335 37.53398043864542, 127.07209563013686 37.5340123954394, 127.07215061752221 37.53403761718533, 127.0721950424536 37.534056106257225, 127.07223733552587 37.53406954996175, 127.07227540726315 37.53408132163947, 127.07229537692864 37.534068577585245, 127.07234608112712 37.53419376293425, 127.07248327297529 37.53415697872275, 127.07260655861103 37.53412099942817))"
396,1,자양4동_1,11050670010028,240,5.3,서울특별시 광진구 아차산로30길 26,"POLYGON ((127.06794495152931 37.540133652595685, 127.0678595228355 37.539966666139414, 127.06775712318371 37.53977539722278, 127.06784401723432 37.53974528286972, 127.06801937811252 37.53968552927111, 127.06811307067834 37.53965359898296, 127.0683580179051 37.53956777623088, 127.06837897733661 37.53956043017725, 127.06836261893102 37.53952560789237, 127.06825795135659 37.53932903384781, 127.06823635840766 37.53933632616009, 127.0680842085885 37.53938768773198, 127.06775349888555 37.539503398625364, 127.06737961353225 37.539633053879186, 127.06733846765638 37.53964733471757, 127.06715885943373 37.53930995409008, 127.06715858734317 37.5393094411505, 127.06691680082322 37.53885516816849, 127.06689453456215 37.53881330515136, 127.06656800574844 37.53892511617781, 127.06610582225153 37.539083385752214, 127.06610435116751 37.53908389142962, 127.06573691107205 37.53920970825773, 127.0653789583373 37.53933228337389, 127.06532457292934 37.53935147761981, 127.06534305158829 37.539392850184115, 127.06544195593466 37.53958002248544, 127.06544235225294 37.53958077928987, 127.06550005483001 37.53968927033521, 127.06546896556391 37.53970029038074, 127.06518157527964 37.53980259163864, 127.06524505545565 37.539926425311826, 127.06531543845833 37.54006370821877, 127.06561398074983 37.53996933812139, 127.0656477349697 37.5399586613304, 127.06577018080363 37.54019151042896, 127.06592261607733 37.540481375672144, 127.06592963220415 37.540494607190524, 127.06605153412876 37.540724329893244, 127.0660926915585 37.54079589989526, 127.06609340547229 37.540797135560126, 127.06610492172825 37.54079307401813, 127.06642914358235 37.54068848112419, 127.06643182451396 37.540687613043055, 127.06687148243964 37.54053657141441, 127.0668720711084 37.540536364450595, 127.06722825175237 37.540414280421125, 127.0676677592847 37.540263632739375, 127.06767271570173 37.54026193560917, 127.06789385540216 37.540187012368214, 127.06796162715855 37.54016625248713, 127.06794495152931 37.540133652595685))"
397,2,자양4동_2,11050670011001,216,4.7,서울특별시 광진구 능동로 69,"POLYGON ((127.06912185939123 37.53675565465995, 127.06911840310687 37.53674926585627, 127.06910358172864 37.53675404756804, 127.06896488107688 37.536795024409265, 127.06862036816777 37.5368968038488, 127.06860336754956 37.53690182627022, 127.06847460694037 37.53693608322568, 127.06818514263468 37.53701843374146, 127.06811662266412 37.53704343098527, 127.0681295219237 37.53712073866526, 127.06823212153158 37.53734814514064, 127.06830555702304 37.537506038870156, 127.06831190935584 37.53751976897326, 127.06835955315215 37.53762274167941, 127.06837065306836 37.537650944173556, 127.06837576911214 37.53766393517577, 127.06840814823565 37.53771111862878, 127.06842648277527 37.537729993270865, 127.06855612422692 37.53779260185789, 127.06865996631345 37.537842022975894, 127.06867660959418 37.53784994359072, 127.0686844854368 37.53785328122637, 127.06870299350018 37.537861118493815, 127.068718846404 37.53790171749314, 127.06878226939624 37.53804447935355, 127.06880341590295 37.538095573217575, 127.0688108410857 37.53811132626927, 127.06883047844131 37.538155211905384, 127.0692919890813 37.53800231292589, 127.06950932393687 37.537932132775545, 127.06962997882448 37.53789318338607, 127.06962586828527 37.53788481826644, 127.06962351658986 37.53788001626555, 127.06958858905413 37.5378089461037, 127.06957862714621 37.537788655454875, 127.06957484772566 37.537780972032735, 127.0695076491769 37.53764419534335, 127.06948801615798 37.53760424067174, 127.06945391687823 37.53753484454633, 127.06944582646874 37.537515865888786, 127.06943946041804 37.5375009333898, 127.0693564103623 37.5373060443854, 127.06933172172184 37.537248108116515, 127.06931977275713 37.53722006758764, 127.0693003790315 37.53717455686352, 127.06929866134452 37.53717052513335, 127.0692930637885 37.53715738913563, 127.06922475988196 37.536997106302685, 127.06922324656743 37.536993554869646, 127.06912185939123 37.53675565465995))"
398,3,자양4동_3,11050670010015,202,4.4,서울특별시 광진구 아차산로26길 13,"POLYGON ((127.06616856675313 37.54143841657344, 127.06639768530995 37.541360693409906, 127.06690547830932 37.54118843521583, 127.06778346340172 37.54089058640468, 127.06796998671116 37.54082754415293, 127.0679790940594 37.540824466003286, 127.0680125906047 37.54081314227789, 127.06801212293347 37.540812195937676, 127.06796674798792 37.540720657013324, 127.06972970026848 37.540102201403315, 127.06974692703056 37.5400961565888, 127.0702673093656 37.53991359299157, 127.07032969445125 37.54002577897841, 127.07059934701354 37.53993369323347, 127.07060235023998 37.53993266940422, 127.07060100145645 37.539929824318634, 127.07059861025395 37.539924781576126, 127.07056886261171 37.53986205274183, 127.0703359516465 37.53937091038473, 127.07033491377337 37.53936872082207, 127.07033181333536 37.53936971272651, 127.07019920666761 37.5394127872005, 127.06987310999746 37.53951873299589, 127.0698348537919 37.53953116392609, 127.06983317996882 37.539531704051804, 127.06959508347161 37.53960932820941, 127.06953184432787 37.53963374612547, 127.06952189285721 37.53963758835547, 127.06945969299755 37.539661572864034, 127.0692347317559 37.53973666449267, 127.06897453520389 37.53982351594562, 127.06887377080758 37.539857144455, 127.06858992013653 37.53995189109459, 127.0685706423979 37.539917637716094, 127.06855528713803 37.5398909952777, 127.06838801265705 37.539579833317276, 127.06837915956002 37.5395608265335, 127.06837897733661 37.53956043017725, 127.0683580179051 37.53956777623088, 127.06811307067834 37.53965359898296, 127.06801937811252 37.53968552927111, 127.06784401723432 37.53974528286972, 127.06775712318371 37.53977539722278, 127.0678595228355 37.539966666139414, 127.06794495152931 37.540133652595685, 127.06796162715855 37.54016625248713, 127.06789385540216 37.540187012368214, 127.06767271570173 37.54026193560917, 127.0676677592847 37.540263632739375, 127.06722825175237 37.540414280421125, 127.0668720711084 37.540536364450595, 127.06687148243964 37.54053657141441, 127.06643182451396 37.540687613043055, 127.06642914358235 37.54068848112419, 127.06610492172825 37.54079307401813, 127.06609340547229 37.540797135560126, 127.06568929805951 37.54093980165176, 127.06568636818332 37.540940839172634, 127.06526408824422 37.54108421754616, 127.0652629688251 37.54108459649615, 127.06444506488911 37.54136149609453, 127.0644391465564 37.541363512199126, 127.06440438000438 37.54131048623664, 127.06428749877986 37.54110122943269, 127.06418644454814 37.540920298244004, 127.06409760179604 37.54076122935753, 127.0640140123587 37.54061156736172, 127.06394643978824 37.540490581528594, 127.06384845439977 37.54031514790665, 127.06382418058277 37.54027167791968, 127.06382001049062 37.54026429304631, 127.06370829320558 37.54006627655907, 127.06365230245275 37.53996705417565, 127.06362848348272 37.53992481794049, 127.06362824642537 37.5399248991045, 127.06331348455616 37.54003556107309, 127.06301306352262 37.540141180809655, 127.0628633857179 37.54019380759983, 127.06289297523107 37.54024647958122, 127.06297109533266 37.540385362682805, 127.0629883201891 37.54041736860397, 127.06302052583082 37.54047721147437, 127.06307058838163 37.54056551846094, 127.06314081079721 37.54068958459538, 127.06320620345028 37.540804904121295, 127.06326900367574 37.54091603534471, 127.06333490704148 37.54103196779004, 127.06341770847663 37.54117936401944, 127.06346773757018 37.5412685179942, 127.06350060079454 37.54132675873594, 127.06353375787135 37.541386251681516, 127.06356370765026 37.54143980903487, 127.06360352751278 37.54150901968384, 127.06366697175062 37.541621528524914, 127.06366911505037 37.54162532936777, 127.06372730371464 37.541728516773446, 127.0637773206517 37.54181522067803, 127.06382249159502 37.54189631284608, 127.06387141005197 37.541981584894096, 127.06396537409584 37.54214776832828, 127.06398279124816 37.54217838672884, 127.06401170029241 37.5422292081127, 127.06401436769161 37.54222835716012, 127.06402040100113 37.54222643162203, 127.06402599207735 37.54222464143636, 127.06402285036052 37.5422190874266, 127.06399789822835 37.54217495065164, 127.06399836100101 37.54217479553534, 127.06426549798614 37.542084259049, 127.0643560807411 37.542053559659266, 127.0644408517222 37.54202482714988, 127.0647598118748 37.541916724933394, 127.06585047682542 37.54154706395658, 127.06610379420165 37.54146054298556, 127.06610432499112 37.5414603628731, 127.06616856675313 37.54143841657344))"
